question_id,language,is_answered,tags,title,answer_count,creation_date,score,link,view_count,user_id,reputation,user_type,display_name
39712802,C,False,c|crystal-reports|cairo|pango,pango justify function without cutting words,0,1474925728,-1,http://stackoverflow.com/questions/39712802/pango-justify-function-without-cutting-words,10,6884610,1,registered,Jos&#233; Gamboa
39648221,C,True,c|r|external,How to call dpois_raw C stats routine from R,1,1474575718,0,http://stackoverflow.com/questions/39648221/how-to-call-dpois-raw-c-stats-routine-from-r,20,415320,759,registered,Valentin Ruano
39712243,C,False,c,Study material to learn back-end coding,1,1474923375,-1,http://stackoverflow.com/questions/39712243/study-material-to-learn-back-end-coding,31,6879226,2,registered,Bruno Murino
6670423,C,True,c++|c|unit-testing|sockets|stub,How to stub a socket in C?,4,1310501316,7,http://stackoverflow.com/questions/6670423/how-to-stub-a-socket-in-c,1418,1428,13856,registered,lindelof
39712471,C,False,c|getopt,Parsing multiple commands with getopt,1,1474924327,-4,http://stackoverflow.com/questions/39712471/parsing-multiple-commands-with-getopt,27,3810313,65,registered,vibhu1201
39692983,C,False,c|loops|while-loop|do-while|break,While loop continuing when condition met,1,1474847802,-2,http://stackoverflow.com/questions/39692983/while-loop-continuing-when-condition-met,64,6879534,1,registered,Calvin Anderson
39712181,C,False,python|c|arrays|python-3.x|ctypes,convert tripple pointer array to numpy array or list python,0,1474923180,0,http://stackoverflow.com/questions/39712181/convert-tripple-pointer-array-to-numpy-array-or-list-python,31,2688485,129,registered,Murillio4
39712447,C,False,c,Issues with printf and post/pre increment,0,1474924226,-3,http://stackoverflow.com/questions/39712447/issues-with-printf-and-post-pre-increment,34,3123754,4,registered,g3ida
39665191,C,True,c|windows,Need a function for delaying without clearing buffer in C language,1,1474646903,-2,http://stackoverflow.com/questions/39665191/need-a-function-for-delaying-without-clearing-buffer-in-c-language,50,6871394,6,registered,Aryamaan Jain
30429753,C,True,c++|c|post-increment|decrement|pre-increment,What are the historical reasons C languages have pre-increments and post-increments?,6,1432513379,11,http://stackoverflow.com/questions/30429753/what-are-the-historical-reasons-c-languages-have-pre-increments-and-post-increme,427,4596596,1289,registered,ShanZhengYang
7373386,C,True,c|eof,EOF in Windows command prompt doesn&#39;t terminate input stream,2,1315675825,6,http://stackoverflow.com/questions/7373386/eof-in-windows-command-prompt-doesnt-terminate-input-stream,8839,239522,1101,registered,caramel1995
39710113,C,False,c|process,How to kill a tree of children of a parent process,2,1474915384,0,http://stackoverflow.com/questions/39710113/how-to-kill-a-tree-of-children-of-a-parent-process,34,6883877,1,registered,pablomanez
39710999,C,False,c|hashtable|valgrind|glib,Valgrind error on glib hash table,0,1474918622,0,http://stackoverflow.com/questions/39710999/valgrind-error-on-glib-hash-table,30,6324913,8,registered,diskur
39710599,C,False,c|linux|operating-system|gdb|fork,Unable to debug a fork() call properly,0,1474917204,0,http://stackoverflow.com/questions/39710599/unable-to-debug-a-fork-call-properly,46,5361523,119,registered,qaispak
39710612,C,True,c,How to have a turn by turn management in C?,1,1474917236,0,http://stackoverflow.com/questions/39710612/how-to-have-a-turn-by-turn-management-in-c,49,6884079,6,registered,FLOURE Gr&#233;goire
39709398,C,True,c,Is there any difference between the two ways to round a number to a multiple of 8 in C,6,1474912732,0,http://stackoverflow.com/questions/39709398/is-there-any-difference-between-the-two-ways-to-round-a-number-to-a-multiple-of,64,6777079,1,registered,Zheng Yuan
39708576,C,True,c|printf,C programming printf,1,1474909805,-7,http://stackoverflow.com/questions/39708576/c-programming-printf,57,6883590,1,registered,Mr_ Awsaf
39710316,C,False,c|scanf,Not using parts of input in C,0,1474916153,0,http://stackoverflow.com/questions/39710316/not-using-parts-of-input-in-c,36,2879551,12,registered,user2879551
39704980,C,False,c,Clearing a char-array,1,1474898505,-3,http://stackoverflow.com/questions/39704980/clearing-a-char-array,69,6041125,6,registered,Florian Drucker
39709209,C,False,c,How can I compile c with gcc using the -S and -01 flags to generate a .s file?,1,1474912001,-7,http://stackoverflow.com/questions/39709209/how-can-i-compile-c-with-gcc-using-the-s-and-01-flags-to-generate-a-s-file,27,4691727,1,registered,Wino Paz
39709778,C,True,c|shell|exit,The exit status of the process is printed before it exits,1,1474914109,0,http://stackoverflow.com/questions/39709778/the-exit-status-of-the-process-is-printed-before-it-exits,54,5697892,41,registered,Rosie Red
39683650,C,False,c|arrays|flex-lexer|lex,Replacing first character after full stop in text file using Lex,1,1474780677,0,http://stackoverflow.com/questions/39683650/replacing-first-character-after-full-stop-in-text-file-using-lex,26,5323655,51,registered,Kamalakar
39695666,C,True,c|windows|file-handling|fputs,^Z character is written to the file or not?,1,1474869827,3,http://stackoverflow.com/questions/39695666/z-character-is-written-to-the-file-or-not,53,2402971,458,registered,Cody
39693302,C,True,c++|c|arduino|esp8266|nodemcu,Connecting two sensors dht11 and dht22 the same nodemcu module esp-12e,2,1474851141,2,http://stackoverflow.com/questions/39693302/connecting-two-sensors-dht11-and-dht22-the-same-nodemcu-module-esp-12e,33,2993200,91,registered,aneuk
39709449,C,False,c|assembly|mov,unsupported instruction mov erro,0,1474912952,-3,http://stackoverflow.com/questions/39709449/unsupported-instruction-mov-erro,42,4700180,8,registered,Aymane Bo
33299114,C,False,c++|c|cmake|clion,Changing default cmakelists.txt in clion,1,1445592810,0,http://stackoverflow.com/questions/33299114/changing-default-cmakelists-txt-in-clion,100,4982346,1,registered,Roy Nevo
35539924,C,False,c++|c|cmake|clion,Include mpi.h in Clion,2,1456078375,0,http://stackoverflow.com/questions/35539924/include-mpi-h-in-clion,309,5940262,15,registered,G90
39709312,C,False,c|arrays|overflow|addition|low-level,Serial addition of array of binary digits not working,0,1474912386,-2,http://stackoverflow.com/questions/39709312/serial-addition-of-array-of-binary-digits-not-working,19,6883679,1,registered,CuChemist
39708874,C,True,c|go|cgo,Call Go function with string parameter from C?,2,1474910782,1,http://stackoverflow.com/questions/39708874/call-go-function-with-string-parameter-from-c,51,6882955,8,registered,Joe Privacy
39703648,C,True,c,What is the difference between DECIMAL_DIG and LDBL_DIG in &lt;float.h&gt;,3,1474895011,3,http://stackoverflow.com/questions/39703648/what-is-the-difference-between-decimal-dig-and-ldbl-dig-in-float-h,61,881334,132,registered,Andrew McKinlay
39708058,C,True,c|database|null|db2,What does a null value from db2 look like when it is retrieved from C code?,1,1474907952,0,http://stackoverflow.com/questions/39708058/what-does-a-null-value-from-db2-look-like-when-it-is-retrieved-from-c-code,21,6608913,6,registered,jgroves0026
39708391,C,True,c|function,Upper to lowercase function C,1,1474909126,0,http://stackoverflow.com/questions/39708391/upper-to-lowercase-function-c,51,6883410,11,registered,Nica
39707825,C,True,c|avl-tree|tree-rotation,AVL tree Rotation problems,1,1474907140,1,http://stackoverflow.com/questions/39707825/avl-tree-rotation-problems,18,3896838,40,registered,inblank
39708612,C,False,c,finding 5th largest element in an array at (log5)N run time complexity,0,1474909949,-6,http://stackoverflow.com/questions/39708612/finding-5th-largest-element-in-an-array-at-log5n-run-time-complexity,52,6883571,1,registered,Oren Sampson
39708363,C,True,c|value|garbage,Finding source of garbage value,1,1474909007,3,http://stackoverflow.com/questions/39708363/finding-source-of-garbage-value,54,6883507,18,registered,Felix Wright
39707159,C,False,python|c|arrays|numpy,Reading binary file in c written in python,2,1474904948,0,http://stackoverflow.com/questions/39707159/reading-binary-file-in-c-written-in-python,61,2890139,32,registered,Hardik Malhotra
39706452,C,False,c|embedded|blackfin,Writing an equation for complex fraction using blackfin,0,1474902803,0,http://stackoverflow.com/questions/39706452/writing-an-equation-for-complex-fraction-using-blackfin,89,6804026,18,registered,Andre
31335124,C,False,c|python-3.x|python-module,C Python Module with unusual memory usage,1,1436513936,6,http://stackoverflow.com/questions/31335124/c-python-module-with-unusual-memory-usage,216,1972023,31,registered,Imp
39707167,C,False,c++|c|gcc|optimization|microcontroller,modify struct data in ISR STM32 microcontroller,0,1474904971,1,http://stackoverflow.com/questions/39707167/modify-struct-data-in-isr-stm32-microcontroller,45,2869350,12,registered,Bolor
26522583,C,True,c++|c,c++ strtok skips second token or consecutive delimiter,3,1414046622,5,http://stackoverflow.com/questions/26522583/c-strtok-skips-second-token-or-consecutive-delimiter,1002,,,does_not_exist,user3779750
14747053,C,True,c++|mysql|c|hash|similarity,How to make a hash key that would match/compare to the hash similar text/html?,3,1360227109,1,http://stackoverflow.com/questions/14747053/how-to-make-a-hash-key-that-would-match-compare-to-the-hash-similar-text-html,294,1342199,625,registered,clickstefan
39707710,C,False,c|gcc|libmad,libmad: gcc cannot find reference to function,0,1474906739,-2,http://stackoverflow.com/questions/39707710/libmad-gcc-cannot-find-reference-to-function,28,409110,1614,registered,Amit
39662139,C,True,c|stack|vxworks|ppc|wind-river-workbench,maximum stack usage from elf file,2,1474637593,0,http://stackoverflow.com/questions/39662139/maximum-stack-usage-from-elf-file,37,6858455,8,registered,karan
39685626,C,True,c++|c|language-lawyer,Why do C fundamental types have identifiers with multiple keywords,2,1474797882,2,http://stackoverflow.com/questions/39685626/why-do-c-fundamental-types-have-identifiers-with-multiple-keywords,111,3087601,2675,registered,Zereges
39705719,C,False,c|recursion|stack,Stack usage in C programming,0,1474900690,-3,http://stackoverflow.com/questions/39705719/stack-usage-in-c-programming,91,6832049,1,registered,Hello World
39706764,C,False,mysql|c,Weird Output in C while printf(),0,1474903753,0,http://stackoverflow.com/questions/39706764/weird-output-in-c-while-printf,63,6868611,1,registered,WickSec
39707132,C,False,java|android|c,how to get signing certificate fingerprint in c on android,0,1474904856,-2,http://stackoverflow.com/questions/39707132/how-to-get-signing-certificate-fingerprint-in-c-on-android,10,6883140,1,registered,Mk Verma
39667783,C,True,c|gcc|makefile|pic|sdcc,What causes object files to vary between compilations even when the source and compiler flags are unmodified?,1,1474657091,2,http://stackoverflow.com/questions/39667783/what-causes-object-files-to-vary-between-compilations-even-when-the-source-and-c,43,5133587,16,registered,EchoLynx
39701827,C,True,c++|c,C / C++ best practices with signed / unsigned ints and function calls,4,1474889926,27,http://stackoverflow.com/questions/39701827/c-c-best-practices-with-signed-unsigned-ints-and-function-calls,2380,401584,5798,registered,IamIC
39706947,C,False,c|serial-port|uart,Serial Communication Using C,0,1474904247,0,http://stackoverflow.com/questions/39706947/serial-communication-using-c,47,6154024,33,registered,Amir
39690602,C,False,c|libwebsockets,libwebsockets client fails to connect,1,1474829683,0,http://stackoverflow.com/questions/39690602/libwebsockets-client-fails-to-connect,44,6878862,1,registered,FiniteReality
39706389,C,True,c|pointers|struct,Declaration and initialisation of pointers in C,1,1474902651,-1,http://stackoverflow.com/questions/39706389/declaration-and-initialisation-of-pointers-in-c,43,807757,513,registered,Anant 
39705990,C,True,c|visual-studio-2010|visual-studio-2015|linker|linker-error,Visual Studio 2015 link error LNK2005,1,1474901521,0,http://stackoverflow.com/questions/39705990/visual-studio-2015-link-error-lnk2005,31,6881390,1,registered,AndiA
39698088,C,True,c,Creating a new function in a seperate file and using a header file,3,1474878840,1,http://stackoverflow.com/questions/39698088/creating-a-new-function-in-a-seperate-file-and-using-a-header-file,61,6874621,6,registered,Brett
39705000,C,True,c,represent and sorting polynomial using linked list IN C,2,1474898551,1,http://stackoverflow.com/questions/39705000/represent-and-sorting-polynomial-using-linked-list-in-c,25,6882618,6,registered,ducky
39705528,C,True,c|c11,Two-part for loop in C,2,1474900172,5,http://stackoverflow.com/questions/39705528/two-part-for-loop-in-c,71,1084774,11709,registered,PSkocik
39694842,C,True,c|embedded,ISSUE IN GPIO PIN INTERRUPT in LPC 1837,2,1474864798,0,http://stackoverflow.com/questions/39694842/issue-in-gpio-pin-interrupt-in-lpc-1837,44,4861907,11,registered,Bk Francis
39705748,C,True,c|pointers|function-pointers,Function pointer with some parameters set,2,1474900786,4,http://stackoverflow.com/questions/39705748/function-pointer-with-some-parameters-set,54,1039462,419,registered,mat
39690950,C,True,c|bash|pointers|strtok,strtok() overwrites its source string,1,1474831772,3,http://stackoverflow.com/questions/39690950/strtok-overwrites-its-source-string,56,6878983,18,registered,teleTele
36718040,C,False,c|glut|glew,error lnk2019 unresolved external symbol _glewinit,0,1461067983,0,http://stackoverflow.com/questions/36718040/error-lnk2019-unresolved-external-symbol-glewinit,50,6224700,1,registered,C.Jerry
39703703,C,True,c|arrays|pointers|printf,C: printf char* return weird last char,2,1474895143,1,http://stackoverflow.com/questions/39703703/c-printf-char-return-weird-last-char,86,1250185,618,registered,Jean-philippe Emond
39690198,C,True,c|signals|simd,Capture SIGFPE from SIMD instruction,1,1474827369,1,http://stackoverflow.com/questions/39690198/capture-sigfpe-from-simd-instruction,27,1462295,396,registered,BurnsBA
39647741,C,False,c,choose different data types in struct array,0,1474573816,0,http://stackoverflow.com/questions/39647741/choose-different-data-types-in-struct-array,53,3973175,50,registered,con
39703573,C,False,c++|c|kernel|freebsd|user-permissions,setreuid() fails with Operation not permitted,1,1474894790,0,http://stackoverflow.com/questions/39703573/setreuid-fails-with-operation-not-permitted,34,5198101,556,registered,FallingFromBed
39685663,C,True,c|if-statement|condition,How to check two conditions in if statement?,2,1474798147,0,http://stackoverflow.com/questions/39685663/how-to-check-two-conditions-in-if-statement,57,6150562,35,registered,sampy
39702673,C,True,c|pointers,C language cast void pointer by known size,3,1474892474,0,http://stackoverflow.com/questions/39702673/c-language-cast-void-pointer-by-known-size,79,4548188,12,registered,Pavel Parma
1408047,C,True,c|producer-consumer|critical-section,Multiple producer/consumer and critical section code problem,3,1252621410,0,http://stackoverflow.com/questions/1408047/multiple-producer-consumer-and-critical-section-code-problem,2312,91414,9072,registered,Nippysaurus
39702983,C,True,c|linked-list|nodes,Confusion regarding nodes in a Linked List,3,1474893277,0,http://stackoverflow.com/questions/39702983/confusion-regarding-nodes-in-a-linked-list,49,6090227,33,registered,sindhugauri
37224609,C,True,c|gcc|assembly|bsp|rtems,Extern Symbol Value Automatically Assigned to the End of RAM,1,1463215676,2,http://stackoverflow.com/questions/37224609/extern-symbol-value-automatically-assigned-to-the-end-of-ram,48,2100829,35,registered,RedArrow
39680512,C,False,c|arrays|sorting,Find how many times a value repeats consecutively in a row in an array,1,1474747847,-3,http://stackoverflow.com/questions/39680512/find-how-many-times-a-value-repeats-consecutively-in-a-row-in-an-array,16,6875844,1,registered,Reece
39703491,C,False,c|linux|osx|matlab|matlab-engine,Connect to already running MATLAB with MATLAB Engine,0,1474894598,1,http://stackoverflow.com/questions/39703491/connect-to-already-running-matlab-with-matlab-engine,14,695132,14217,registered,Szabolcs
39698037,C,False,c|linux|sockets|network-programming|posix,"Why can recv() in the client program receive messages sent to the client after the client has invoked shutdown(sockfd, SHUT_RD)?",1,1474878711,0,http://stackoverflow.com/questions/39698037/why-can-recv-in-the-client-program-receive-messages-sent-to-the-client-after-t,45,303363,10644,registered,Susam Pal
39383974,C,False,c|undefined-behavior|post-increment|pre-increment|sequence-points,Is i=++i also an undefined behaviour in c like i=i++?,0,1473316271,-1,http://stackoverflow.com/questions/39383974/is-i-i-also-an-undefined-behaviour-in-c-like-i-i,73,6336295,9,registered,Navkrishna Raghav
39691964,C,True,c|swift|pointers|swift3,UnsafeMutablePointer in Swift 3,1,1474838484,1,http://stackoverflow.com/questions/39691964/unsafemutablepointer-in-swift-3,58,2938877,373,registered,Lucas Farah
39697701,C,True,c|x11|xlib,XChangeProperty without effect after client exits,1,1474877382,6,http://stackoverflow.com/questions/39697701/xchangeproperty-without-effect-after-client-exits,37,6880989,33,registered,pranomostro
27593029,C,True,c|compilation|linker,C compile : collect2: error: ld returned 1 exit status,3,1419190777,6,http://stackoverflow.com/questions/27593029/c-compile-collect2-error-ld-returned-1-exit-status,101929,3678933,368,registered,JohnnyF
35286120,C,False,c,SIGSEGV running efence in memalign,1,1455002569,2,http://stackoverflow.com/questions/35286120/sigsegv-running-efence-in-memalign,74,4672066,11,registered,SimpleCoder
39702473,C,True,c|linked-list|insertion|circular-list,Insertion in Circular Linked List (output not coming as desired),1,1474891906,0,http://stackoverflow.com/questions/39702473/insertion-in-circular-linked-list-output-not-coming-as-desired,46,6090227,33,registered,sindhugauri
36827659,C,True,c++|c|gcc|embedded|fault-tolerance,Compiling an application for use in highly radioactive environments,22,1461524980,1080,http://stackoverflow.com/questions/36827659/compiling-an-application-for-use-in-highly-radioactive-environments,90028,183528,41944,registered,rook
39702490,C,True,c,how to pass struct pointer as argument in a variable argument function in C,3,1474891967,1,http://stackoverflow.com/questions/39702490/how-to-pass-struct-pointer-as-argument-in-a-variable-argument-function-in-c,59,6641380,22,registered,Shankhadeep Mukerji
39702800,C,False,c|gtk2,How to get the number of rows of gtk.ListStore,0,1474892808,0,http://stackoverflow.com/questions/39702800/how-to-get-the-number-of-rows-of-gtk-liststore,6,2695810,454,registered,Ebrahimi
39645038,C,True,c|visual-studio|postgresql|function,C library function in Postgresql,2,1474564198,0,http://stackoverflow.com/questions/39645038/c-library-function-in-postgresql,33,6480628,101,registered,Victor Zanella
39702279,C,False,c++|.net|c|packer,In memory load of .NET PE from native process,1,1474891217,0,http://stackoverflow.com/questions/39702279/in-memory-load-of-net-pe-from-native-process,25,6882035,4,registered,Leonard Madrid
39686771,C,True,c|unicode|c99,C99 Standard - fprintf - s conversion with precision,2,1474806256,3,http://stackoverflow.com/questions/39686771/c99-standard-fprintf-s-conversion-with-precision,75,2653775,5360,registered,Alexander Zhak
25735805,C,True,c|arrays|string,Replacing a character in a string (char array) with multiple characters in C,4,1410228888,2,http://stackoverflow.com/questions/25735805/replacing-a-character-in-a-string-char-array-with-multiple-characters-in-c,1578,1368884,375,registered,Musicode
28637882,C,True,c|arrays|string|replace|char,C Replace one character in an char array by another,4,1424465236,0,http://stackoverflow.com/questions/28637882/c-replace-one-character-in-an-char-array-by-another,2193,3340372,233,registered,danielr1996
16573206,C,True,c,C replace char in char array,6,1368645261,2,http://stackoverflow.com/questions/16573206/c-replace-char-in-char-array,17788,650424,2250,registered,Cmag
2156353,C,True,c|multithreading|concurrency|pthreads|destructor,How do you query a pthread to see if it is still running?,6,1264698118,33,http://stackoverflow.com/questions/2156353/how-do-you-query-a-pthread-to-see-if-it-is-still-running,46414,52074,5130,registered,Trevor Boyd Smith
39701111,C,False,c|multidimensional-array,why the column size is mandatory not the row size?,0,1474887720,-6,http://stackoverflow.com/questions/39701111/why-the-column-size-is-mandatory-not-the-row-size,53,6733419,1,registered,Sathish M
39699290,C,True,c|memcpy,copying data to data structure using memcpy,1,1474882430,0,http://stackoverflow.com/questions/39699290/copying-data-to-data-structure-using-memcpy,76,6804026,18,registered,Andre
31490177,C,True,c++|c,Why can&#39;t object (.obj) files be moved across platforms?,4,1437215129,2,http://stackoverflow.com/questions/31490177/why-cant-object-obj-files-be-moved-across-platforms,121,1673287,70,registered,siva
28458581,C,True,c,Make a program run linear in C,1,1423669829,1,http://stackoverflow.com/questions/28458581/make-a-program-run-linear-in-c,119,4110944,51,registered,Nikos KLon
10606807,C,True,c++|c|gcc,"Single, double quotes and sizeof(&#39;a&#39;) in C/C++",2,1337107005,56,http://stackoverflow.com/questions/10606807/single-double-quotes-and-sizeofa-in-c-c,5459,1366386,391,registered,Pratt
39698610,C,True,c,Can&#39;t define char in C,2,1474880442,-3,http://stackoverflow.com/questions/39698610/cant-define-char-in-c,95,4019780,266,registered,David Hancock
39699988,C,False,c|linux|cgroups,How to get mount point of cgroups (control group) on RHEL/SUSE without using libcgroup&#39;s function?,0,1474884454,0,http://stackoverflow.com/questions/39699988/how-to-get-mount-point-of-cgroups-control-group-on-rhel-suse-without-using-lib,23,4336150,114,registered,Chirag
39698255,C,True,c|graph-algorithm|depth-first-search|breadth-first-search,graph traversal in C,2,1474879382,2,http://stackoverflow.com/questions/39698255/graph-traversal-in-c,46,6881164,21,registered,user6881164
39699581,C,False,c|linux|memory|memory-leaks|linux-kernel,Memory not freeing when allocated using ION memory technique?,0,1474883337,0,http://stackoverflow.com/questions/39699581/memory-not-freeing-when-allocated-using-ion-memory-technique,36,4414458,120,registered,Sunny Shukla
38536043,C,True,c|linux|documentation|epoll|manpage,May `epoll_ctl` modify the `epoll_event` structure passed to it?,1,1469226104,1,http://stackoverflow.com/questions/38536043/may-epoll-ctl-modify-the-epoll-event-structure-passed-to-it,23,254343,2773,registered,amn
39698289,C,False,c|embedded|microcontroller,How do I start reading the big code with number of user defined functions in it?,0,1474879509,-3,http://stackoverflow.com/questions/39698289/how-do-i-start-reading-the-big-code-with-number-of-user-defined-functions-in-it,47,3559780,1,registered,user3559780
39688331,C,False,c|algorithm|matrix|logic,Logic to fill up an double dimensional array,1,1474815721,1,http://stackoverflow.com/questions/39688331/logic-to-fill-up-an-double-dimensional-array,94,5671089,8,registered,musk&#39;s
39567983,C,True,c|arrays|pointers|char,Can&#39;t read values of array in C,3,1474271595,0,http://stackoverflow.com/questions/39567983/cant-read-values-of-array-in-c,61,4375582,246,registered,sdd
39319995,C,True,c|bubble-sort|cs50,Why does the output of my bubble sort program change each time I run it?,2,1473012554,1,http://stackoverflow.com/questions/39319995/why-does-the-output-of-my-bubble-sort-program-change-each-time-i-run-it,43,6719021,25,registered,roncook
39691954,C,False,c++|c,I have 1 memory leak that I cannot free,1,1474838442,-1,http://stackoverflow.com/questions/39691954/i-have-1-memory-leak-that-i-cannot-free,72,3461150,4,registered,Calidreaminn
39692459,C,False,c|arrays|function|crash,c: a.exe has stopped working,1,1474842919,1,http://stackoverflow.com/questions/39692459/c-a-exe-has-stopped-working,31,5510642,18,registered,purewatashi21
39698177,C,False,c|security|linux-kernel|linux-device-driver,Writing secure Linux device driver,0,1474879081,-6,http://stackoverflow.com/questions/39698177/writing-secure-linux-device-driver,40,1738690,1096,registered,kliteyn
18565663,C,True,c|eof,while ((c = getchar()) != EOF) Not terminating,6,1378096169,2,http://stackoverflow.com/questions/18565663/while-c-getchar-eof-not-terminating,23435,2738586,31,registered,user2738586
39694756,C,True,c,I made a simple program in C which calculates the factorial of a number,3,1474864278,-3,http://stackoverflow.com/questions/39694756/i-made-a-simple-program-in-c-which-calculates-the-factorial-of-a-number,54,6880198,1,registered,Mahad Qureshi
39697485,C,True,c,"&#39;undeclared identifier&#39; error, however variable was declared earlier in the code",1,1474876734,-5,http://stackoverflow.com/questions/39697485/undeclared-identifier-error-however-variable-was-declared-earlier-in-the-code,54,4019780,266,registered,David Hancock
3449031,C,True,c|malloc|calloc,C - calloc() v. malloc(),4,1281444343,25,http://stackoverflow.com/questions/3449031/c-calloc-v-malloc,53169,409976,11801,registered,Kevin Meredith
23447090,C,True,c|arrays|pointers,How to get the pointer address of A[i][j] using pointer arithmetic?,3,1399134951,0,http://stackoverflow.com/questions/23447090/how-to-get-the-pointer-address-of-aij-using-pointer-arithmetic,221,2489463,495,registered,james
11694546,C,True,c|math|division,"Divide a number by 3 without using *, /, +, -, % operators",48,1343417671,610,http://stackoverflow.com/questions/11694546/divide-a-number-by-3-without-using-operators,113589,1347366,5526,registered,Green goblin
39697067,C,False,c|scope|global-variables|command-line-arguments|main,How to pass an argv[] value from main to an outside function,1,1474875211,0,http://stackoverflow.com/questions/39697067/how-to-pass-an-argv-value-from-main-to-an-outside-function,49,6067382,20,registered,MazzY
39696455,C,True,c|variables,Can&#39;t define a variable,3,1474872920,3,http://stackoverflow.com/questions/39696455/cant-define-a-variable,65,4019780,266,registered,David Hancock
38329623,C,True,c|linux|upnp|miniupnpc,UPNP - Bind between Device and Services (miniupnp),1,1468328338,1,http://stackoverflow.com/questions/38329623/upnp-bind-between-device-and-services-miniupnp,54,2568434,555,registered,dear_tzvi
39655296,C,True,c|glibc|wchar-t,"Inconsistency in definitions of fputwc(), putwc() and putwchar() in glibc",1,1474616367,2,http://stackoverflow.com/questions/39655296/inconsistency-in-definitions-of-fputwc-putwc-and-putwchar-in-glibc,34,1487773,176,registered,Igor Liferenko
39696612,C,False,c|stm32,STM32 rotate motor using TIM2,0,1474873476,0,http://stackoverflow.com/questions/39696612/stm32-rotate-motor-using-tim2,36,4679715,985,registered,A191919
3599160,C,True,c|gcc|gcc-warning,unused parameter warnings in C code,9,1283159661,113,http://stackoverflow.com/questions/3599160/unused-parameter-warnings-in-c-code,62549,429199,1363,registered,nixgadgets
4203009,C,True,c,"C - initialization of pointers, asterisk position",9,1289985808,9,http://stackoverflow.com/questions/4203009/c-initialization-of-pointers-asterisk-position,3508,215571,9281,registered,psihodelia
39693530,C,True,c,Segmentation fault (core dumped),2,1474853429,0,http://stackoverflow.com/questions/39693530/segmentation-fault-core-dumped,38,6879767,6,registered,lunar soap5
39660081,C,True,c|arrays|pointers|function-pointers,how to assign/initialize the array of function pointers only when i call a function to do so,3,1474631458,0,http://stackoverflow.com/questions/39660081/how-to-assign-initialize-the-array-of-function-pointers-only-when-i-call-a-funct,39,4624804,1,registered,user123
39687499,C,False,c|arrays|loops,How to count the number of times elements in one array appears in another,1,1474811111,0,http://stackoverflow.com/questions/39687499/how-to-count-the-number-of-times-elements-in-one-array-appears-in-another,45,4237567,93,registered,Sina
39695563,C,True,c|assembly|stm8,Assembly instruction in STVD IDE for STM8 microcontroller,1,1474869368,1,http://stackoverflow.com/questions/39695563/assembly-instruction-in-stvd-ide-for-stm8-microcontroller,20,6862435,8,registered,Learner
39695142,C,True,c,Arrays and Functions in c,6,1474867106,-2,http://stackoverflow.com/questions/39695142/arrays-and-functions-in-c,82,6874621,6,registered,Brett
33744838,C,False,c|matrix|3d|euclidean-distance|vdsp,Vector Accelerated Euclidean Distance in 3D,1,1447708716,0,http://stackoverflow.com/questions/33744838/vector-accelerated-euclidean-distance-in-3d,91,1276110,126,registered,Luigi Castelli
39693465,C,False,c|string|io|strcmp,How to compare user input with text file using strcmp in C?,2,1474852899,1,http://stackoverflow.com/questions/39693465/how-to-compare-user-input-with-text-file-using-strcmp-in-c,39,4259017,6,registered,craexus
39695078,C,True,c|sockets|network-programming|udp,ERROR on gethostbyaddr: Success,1,1474866586,0,http://stackoverflow.com/questions/39695078/error-on-gethostbyaddr-success,29,1471011,91,registered,Natto
39693637,C,False,c|centos|ld,/usr/bin/ld: cannot find -ll,1,1474854403,0,http://stackoverflow.com/questions/39693637/usr-bin-ld-cannot-find-ll,39,1944335,2765,registered,James Taylor
39692267,C,False,c|memory|malloc|structure,Dynamic memory allocation mismatch,1,1474840977,0,http://stackoverflow.com/questions/39692267/dynamic-memory-allocation-mismatch,45,3397557,44,registered,user3397557
39683870,C,True,c|pointers,Passing of character array to a pointer and concatenation of string,1,1474782910,-1,http://stackoverflow.com/questions/39683870/passing-of-character-array-to-a-pointer-and-concatenation-of-string,44,6798561,13,registered,Shrikant Mahapatra
39693962,C,False,c|linker|segmentation-fault|extern,Linking two object files together causes segmentation fault 11,1,1474857609,0,http://stackoverflow.com/questions/39693962/linking-two-object-files-together-causes-segmentation-fault-11,24,6879917,1,registered,waterproofpatch
39691131,C,True,c|linux|linux-kernel,Undefined functions while compiling linux kernel module,1,1474832856,1,http://stackoverflow.com/questions/39691131/undefined-functions-while-compiling-linux-kernel-module,40,5539291,28,registered,kivi
39692263,C,False,c|pointers|char|const,char* const and editing pointed location using strcpy function in c programming,0,1474840931,0,http://stackoverflow.com/questions/39692263/char-const-and-editing-pointed-location-using-strcpy-function-in-c-programming,30,6398437,11,registered,Yasser Mohamed
39694507,C,False,c|visual-studio|linker|computer-vision|windows-10,Compile SBA library as .dll - error LNK2019,0,1474862334,0,http://stackoverflow.com/questions/39694507/compile-sba-library-as-dll-error-lnk2019,16,6880105,6,registered,jads_96
30276244,C,True,c|linux|process|fork|vfork,"Using fork(), how can I make child process run always first?",6,1431782796,1,http://stackoverflow.com/questions/30276244/using-fork-how-can-i-make-child-process-run-always-first,1066,2335246,545,registered,JagsVG
